latitude,longitude,sand % topsoil,silt % topsoil,clay % topsoil,pH water topsoil,OC % topsoil,OC % subsoil,N % topsoil,N % subsoil,CEC topsoil,CaCO3 % topsoil,C/N topsoil,C/N subsoil,PSurfFall,QairFall,TairFall,TairSummer,WindFall,WindSpring,WindWinter
0.17142857142857143,0.725,0.0990310809110355,0.2014705882352941,0.1918859649122807,0.09720176730486,0.139193336256028,0.390749601275917,0.1964285714285714,0.2964554242749732,0.1310537519957424,0.0298151460942158,0.0867052023121387,0.0429687499999999,0.345203152052878,0.1221644874230514,0.7215627648753987,0.620494861582125,0.5267346985028672,0.6228823346273866,0.6635853514462995
0.17142857142857143,0.75,0.5331571662262489,0.2588235294117647,0.4031713900134952,0.6273932253313695,0.3682595352915387,0.4545454545454546,0.4285714285714286,0.108485499462943,0.2261841405002661,0.0029815146094215,0.4335260115606936,0.3749999999999999,0.4887112979818223,0.161336454902996,0.8692082421122973,0.6721282949147239,0.6019602223246456,0.6026514232878095,0.892079942266595
0.8,0.725,0.3592550648043286,0.3519607843137254,0.3490215924426451,0.6995581737849779,0.1591407277509864,0.3269537480063796,0.25,0.2964554242749732,0.2182011708355508,0.2742993440667859,0.3063583815028902,0.4999999999999999,0.7983004747931569,0.5951590872700603,0.5700164888051427,0.8097914961848351,0.6881884353845409,0.815660191583025,0.6954847775521737
0.34285714285714286,0.525,0.3592550648043286,0.51,0.4213900134952766,0.6995581737849779,0.1591407277509864,0.5917065390749601,0.3357142857142857,0.7529538131041891,0.2674294837679616,0.3273703041144902,0.3063583815028902,0.4999999999999999,0.7070078258174303,0.2541642192475318,0.7931173330747123,0.929964018967272,0.8004369557150223,0.7871198894602209,0.8508903860845122
0.34285714285714286,0.55,0.3592550648043286,0.51,0.4213900134952766,0.6995581737849779,0.1591407277509864,0.5917065390749601,0.3357142857142857,0.7529538131041891,0.2674294837679616,0.3273703041144902,0.3063583815028902,0.4999999999999999,0.7070078258174303,0.2541642192475318,0.7931173330747123,0.929964018967272,0.8004369557150223,0.7871198894602209,0.8508903860845122
0.8,0.75,0.3592550648043286,0.3519607843137254,0.3490215924426451,0.6995581737849779,0.1591407277509864,0.3269537480063796,0.25,0.2964554242749732,0.2182011708355508,0.2742993440667859,0.3063583815028902,0.4999999999999999,0.7983004747931569,0.5951590872700603,0.5700164888051427,0.8097914961848351,0.6881884353845409,0.815660191583025,0.6954847775521737
0.2,0.675,0.3592550648043286,0.3519607843137254,0.3490215924426451,0.6995581737849779,0.1591407277509864,0.3269537480063796,0.25,0.2964554242749732,0.2182011708355508,0.2742993440667859,0.3063583815028902,0.4999999999999999,0.2269022862144633,0.0875914560919194,0.6364068965961686,0.5107783717695431,0.540007894822469,0.6345260766978588,0.6311878073187436
0.2,0.7,0.3592550648043286,0.3519607843137254,0.3490215924426451,0.6995581737849779,0.1591407277509864,0.3269537480063796,0.25,0.2964554242749732,0.2182011708355508,0.2742993440667859,0.3063583815028902,0.4999999999999999,0.2269022862144633,0.0875914560919194,0.6364068965961686,0.5107783717695431,0.540007894822469,0.6345260766978588,0.6311878073187436
0.8285714285714286,0.675,0.5256071473512016,0.3519607843137254,0.3331646423751687,0.7083946980854197,0.2213941253836036,0.3269537480063796,0.25,0.108485499462943,0.2182011708355508,0.389087656529517,0.4046242774566473,0.53125,0.6371726815857325,0.4469324113543627,0.4241634055976757,0.7054843435292275,0.6790402181984586,0.7355883432866365,0.7195494821172675
0.37142857142857144,0.475,0.3592550648043286,0.51,0.4213900134952766,0.6995581737849779,0.1591407277509864,0.5917065390749601,0.3357142857142857,0.7529538131041891,0.2674294837679616,0.3273703041144902,0.3063583815028902,0.4999999999999999,0.7070078258174303,0.2541642192475318,0.7931173330747123,0.929964018967272,0.8004369557150223,0.7871198894602209,0.8508903860845122
0.37142857142857144,0.5,0.1625770731093494,0.0999999999999999,0.1931511470985155,0.1045655375552282,0.1556334940815431,0.1355661881977671,0.1964285714285714,0.0010741138560687,0.087812666311868,0.0014907573047107,0.1156069364161849,0.0624999999999999,0.7600478279927346,0.1909770422430362,0.8198723135575876,0.9713818673478348,0.925888226253106,0.8981153049282772,0.9079683395537628
0.8285714285714286,0.7,0.5256071473512016,0.3519607843137254,0.3331646423751687,0.7083946980854197,0.2213941253836036,0.3269537480063796,0.25,0.108485499462943,0.2182011708355508,0.389087656529517,0.4046242774566473,0.53125,0.6371726815857325,0.4469324113543627,0.4241634055976757,0.7054843435292275,0.6790402181984586,0.7355883432866365,0.7195494821172675
0.9714285714285714,0.825,0.3897068076003523,0.4233333333333333,0.4547908232118758,0.6715758468335787,0.403331871985971,0.5853269537480064,0.7285714285714286,0.6025778732545651,0.5015965939329431,0.2745974955277281,0.4104046242774566,0.3515625,0.4850066072657854,0.8866936344382292,0.2019793311226834,0.2007955290496185,0.1382892833876314,0.091185159102528,0.2828186650439442
0.42857142857142855,0.05,0.3592550648043286,0.3519607843137254,0.3490215924426451,0.6995581737849779,0.1591407277509864,0.3269537480063796,0.25,0.2964554242749732,0.2182011708355508,0.2742993440667859,0.3063583815028902,0.4999999999999999,0.7072900197952946,0.3400859645305064,0.6480718211613541,0.6270206095400706,0.6876511250264412,0.8521058472712214,0.6534833700899713
0.8857142857142857,0.725,0.4284635711589278,0.5188235294117647,0.3201754385964912,0.7511045655375552,0.1806225339763262,0.2599681020733653,0.1785714285714285,0.108485499462943,0.2879191059073975,0.5539654144305307,0.3872832369942195,0.609375,0.7886272327000247,0.7173200902292823,0.4120007293825508,0.6465392498956164,0.3224665033018653,0.3820900476384465,0.3244131865292224
0.8857142857142857,0.75,0.4284635711589278,0.5188235294117647,0.3201754385964912,0.7511045655375552,0.1806225339763262,0.2599681020733653,0.1785714285714285,0.108485499462943,0.2879191059073975,0.5539654144305307,0.3872832369942195,0.609375,0.7886272327000247,0.7173200902292823,0.4120007293825508,0.6465392498956164,0.3224665033018653,0.3820900476384465,0.3244131865292224
0.42857142857142855,0.525,0.3592550648043286,0.51,0.4213900134952766,0.6995581737849779,0.1591407277509864,0.5917065390749601,0.3357142857142857,0.7529538131041891,0.2674294837679616,0.3273703041144902,0.3063583815028902,0.4999999999999999,0.7070078258174303,0.2541642192475318,0.7931173330747123,0.929964018967272,0.8004369557150223,0.7871198894602209,0.8508903860845122
0.42857142857142855,0.55,0.3592550648043286,0.51,0.4213900134952766,0.6995581737849779,0.1591407277509864,0.5917065390749601,0.3357142857142857,0.7529538131041891,0.2674294837679616,0.3273703041144902,0.3063583815028902,0.4999999999999999,0.7070078258174303,0.2541642192475318,0.7931173330747123,0.929964018967272,0.8004369557150223,0.7871198894602209,0.8508903860845122
0.5142857142857142,0.575,0.3042657606644016,0.6156862745098038,0.4035087719298246,0.7290132547864506,0.1547566856641823,0.2025518341307815,0.3,0.4092373791621913,0.3014901543374135,0.4057841383422779,0.2947976878612716,0.609375,0.6092316958564591,0.2785601403850122,0.5383373791907311,0.8064792252949103,0.8065191072680503,0.8875481527373575,0.8343847237345976
0.5142857142857142,0.6,0.3042657606644016,0.6156862745098038,0.4035087719298246,0.7290132547864506,0.1547566856641823,0.2025518341307815,0.3,0.4092373791621913,0.3014901543374135,0.4057841383422779,0.2947976878612716,0.609375,0.6092316958564591,0.2785601403850122,0.5383373791907311,0.8064792252949103,0.8065191072680503,0.8875481527373575,0.8343847237345976
0.4857142857142857,0.075,0.5225871398011829,0.3892156862745098,0.305161943319838,0.7407952871870397,0.1626479614204296,0.2759170653907495,0.1785714285714285,0.108485499462943,0.2150079829696647,0.5435301132975552,0.3930635838150289,0.59375,0.6424002144927329,0.338497348900651,0.5968315988653438,0.5358136949993663,0.6810305503740922,0.9104178019897032,0.569401754736954
